address,categories/0,cid,city,locatedIn,latitude,longitude,neighborhood,orderBy/0/name,orderBy/0/url,phone,postalCode,rank,searchPageUrl,state,street,store_name,totalScore,url,website
"No. 26, Jalan Bangsar, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Pizza restaurant,1.71E+19,Kuala Lumpur,,3.1288893,101.6798474,"No. 26, Jalan Bangsar",pizzahut.com.my,https://www.pizzahut.com.my/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness&utm_content=orderlinkphd,+60 1-300-88-2525,59100,11,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.141278,101.6235504,12z?hl=en",Federal Territory of Kuala Lumpur,"No. 26, Jalan Bangsar",PIzza Hut Delivery (PHD) BANGSAR (Curbside Pickup Available),3.9,"https://www.google.com/maps/place/PIzza+Hut+Delivery+(PHD)+BANGSAR+(Curbside+Pickup+Available)/@3.1288893,101.6776587,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4943d641e76d:0xecc81371af90960d!8m2!3d3.1288922!4d101.6798439?hl=en",https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=phd&utm_content=websitelink
"No. 136, Jalan Pahang, 50300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Pizza restaurant,9.21E+18,Kuala Lumpur,,3.1726587,101.6990662,"No. 136, Jalan Pahang",pizzahut.com.my,https://www.pizzahut.com.my/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness&utm_content=orderlinkphd,+60 1-300-88-2525,50300,10,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.141278,101.6235504,12z?hl=en",Federal Territory of Kuala Lumpur,"No. 136, Jalan Pahang",Pizza Hut Delivery (PHD) JALAN PAHANG (Curbside Pickup Available),3.7,"https://www.google.com/maps/place/Pizza+Hut+Delivery+(PHD)+JALAN+PAHANG+(Curbside+Pickup+Available)/@3.1726587,101.6968775,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc49b4560f6bd3:0x7fe22c5696ecbe2e!8m2!3d3.1726587!4d101.6990662?hl=en",https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=phd&utm_content=websitelink
"Wisma Mutiara Genting, G-11,G-12 & G-13, Jalan Genting Kelang, 53000 Kuala Lumpur, Malaysia",Pizza restaurant,1.59E+19,Kuala Lumpur,,3.1965599,101.7139735,"Wisma Mutiara Genting, G-11,G-12 & G-13, Jalan Genting Kelang",,,,53000,9,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.141278,101.6235504,12z?hl=en",Federal Territory of Kuala Lumpur,"Wisma Mutiara Genting, G-11,G-12 & G-13, Jalan Genting Kelang",Pizza Hut Genting Kelang,3.7,"https://www.google.com/maps/place/Pizza+Hut+Genting+Kelang/@3.1965599,101.7117848,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc380469e87e29:0xdc5f9261cf89ebc9!8m2!3d3.1965599!4d101.7139735?hl=en",https://www.pizzahut.com.my/en/home
"No. 22, Ground Floor, Jalan Tasek Utama, 9, Medan Niaga Tasik Damai, Sungai Besi, 57100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Pizza restaurant,1.04E+19,Kuala Lumpur,,3.061321,101.7108078,"No. 22, Ground Floor, Jalan Tasek Utama, 9, Medan Niaga Tasik Damai",pizzahut.com.my,https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=rr&utm_content=orderlink,+60 1-300-88-2525,57100,8,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.141278,101.6235504,12z?hl=en",Federal Territory of Kuala Lumpur,"No. 22, Ground Floor, Jalan Tasek Utama, 9, Medan Niaga Tasik Damai",Pizza Hut SUNGAI BESI (Curbside Pickup Available),3.8,"https://www.google.com/maps/place/Pizza+Hut+SUNGAI+BESI+(Curbside+Pickup+Available)/@3.061321,101.7086191,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc35fa320b086f:0x905c2c9664bc572a!8m2!3d3.061321!4d101.7108078?hl=en",https://www.pizzahut.com.my/
"Ground 45, Jalan Tun Mohd Fuad, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Pizza restaurant,4.22E+18,Kuala Lumpur,,3.1390246,101.6280913,"Ground 45, Jalan Tun Mohd Fuad",pizzahut.com.my,https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=rr&utm_content=orderlink,+60 1-300-88-2525,60000,7,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.141278,101.6235504,12z?hl=en",Federal Territory of Kuala Lumpur,"Ground 45, Jalan Tun Mohd Fuad",Pizza Hut TTDI (Curbside Pickup Available),3.8,"https://www.google.com/maps/place/Pizza+Hut+TTDI+(Curbside+Pickup+Available)/@3.1390246,101.6259026,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc493a6ef5c0bf:0x3a89c4d5e70b82e3!8m2!3d3.1391086!4d101.6280587?hl=en",http://www.pizzahut.com.my/
"Lot G103, Ground Floor, 568, Jln Sultan Azlan Shah, Batu Complex Bussiness Centre, 51200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Pizza restaurant,7.10E+18,Kuala Lumpur,Mutiara Complex Jalan Ipoh,3.1887178,101.6806793,"Lot G103, Ground Floor, 568, Jln Sultan Azlan Shah",pizzahut.com.my,https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=rbd&utm_content=orderlink,+60 1-300-88-2525,51200,6,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.141278,101.6235504,12z?hl=en",Federal Territory of Kuala Lumpur,"Lot G103, Ground Floor, 568, Jln Sultan Azlan Shah",Pizza Hut KOMPLEKS MUTIARA,3.7,"https://www.google.com/maps/place/Pizza+Hut+KOMPLEKS+MUTIARA/@3.1887178,101.6784906,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4875afcdfa7f:0x629312a4a41f5dbd!8m2!3d3.1887178!4d101.6806793?hl=en",https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=rbd&utm_content=websitelink
"Unit G-5, Ground Floor, Suria @ North Kiara, No.10, Jalan Seri Bintang, Bukit Seri Bintang, 52100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Restaurant,1.80E+19,Kuala Lumpur,,3.1847224,101.64608,"Unit G-5, Ground Floor, Suria @ North Kiara, No.10, Jalan Seri Bintang",,,+60 1-300-88-2525,52100,5,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.141278,101.6235504,12z?hl=en",Federal Territory of Kuala Lumpur,"Unit G-5, Ground Floor, Suria @ North Kiara, No.10, Jalan Seri Bintang",Pizza Hut Delivery @ North Kiara,3.1,"https://www.google.com/maps/place/Pizza+Hut+Delivery+@+North+Kiara/@3.1847224,101.6438913,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc49b1dd8cfff9:0xf9be791c1f856891!8m2!3d3.1847224!4d101.64608?hl=en",
"No. 52 Ground Floor & 1st Floors, Jalan Jejaka, Maluri, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Pizza restaurant,1.45E+19,Kuala Lumpur,,3.1261705,101.7295931,"No. 52 Ground Floor & 1st Floors, Jalan Jejaka",pizzahut.com.my,https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=rr&utm_content=orderlink,+60 1-300-88-2525,55100,4,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.141278,101.6235504,12z?hl=en",Federal Territory of Kuala Lumpur,"No. 52 Ground Floor & 1st Floors, Jalan Jejaka",Pizza Hut TAMAN MALURI (Curbside Pickup Available),3.9,"https://www.google.com/maps/place/Pizza+Hut+TAMAN+MALURI+(Curbside+Pickup+Available)/@3.1261705,101.7274044,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc366caca1120b:0xc9231a0865ae67aa!8m2!3d3.1260877!4d101.7296021?hl=en",https://www.pizzahut.com.my/
"Lg floor, Berjaya Times Square, 1, Jalan Imbi, Imbi, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Pizza restaurant,2.57E+18,Kuala Lumpur,,3.140701,101.71042,"Lg floor, Berjaya Times Square, 1, Jalan Imbi",pizzahut.com.my,https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=rr&utm_content=orderlink,+60 1-300-88-2525,55100,3,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.141278,101.6235504,12z?hl=en",Federal Territory of Kuala Lumpur,"Lg floor, Berjaya Times Square, 1, Jalan Imbi",Pizza Hut BERJAYA TIMES SQUARE,3.1,"https://www.google.com/maps/place/Pizza+Hut+BERJAYA+TIMES+SQUARE/@3.140701,101.7082313,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc37fd12f9b08b:0x23b57c29e32c90f3!8m2!3d3.140701!4d101.71042?hl=en",https://www.pizzahut.com.my/
"1018, Jln Sultan Ismail, Bukit Bintang, 50250 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Pizza restaurant,3.18E+18,Kuala Lumpur,Quill City Mall Kuala Lumpur,3.1598664,101.7000562,"1018, Jln Sultan Ismail",,,+60 1-300-88-2525,50250,2,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.141278,101.6235504,12z?hl=en",Federal Territory of Kuala Lumpur,"1018, Jln Sultan Ismail",Pizza Hut,3.8,"https://www.google.com/maps/place/Pizza+Hut/@3.1598664,101.6978675,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc482f39775f63:0x2c32d3d74592af43!8m2!3d3.1598664!4d101.7000562?hl=en",https://www.pizzahut.com.my/
"No. 143, Ground & 1st Floor, Jalan Imbi, Kuala Lumpur, 55100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Pizza restaurant,6.02E+17,Kuala Lumpur,,3.1445246,101.7139694,"No. 143, Ground & 1st Floor, Jalan Imbi, Kuala Lumpur",pizzahut.com.my,https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=phd&utm_content=orderlink,+60 1-300-88-2525,55100,1,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.141278,101.6235504,12z?hl=en",Federal Territory of Kuala Lumpur,"No. 143, Ground & 1st Floor, Jalan Imbi, Kuala Lumpur",Pizza Hut Delivery (PHD) JALAN IMBI (Curbside Pickup Available),3.6,"https://www.google.com/maps/place/Pizza+Hut+Delivery+(PHD)+JALAN+IMBI+(Curbside+Pickup+Available)/@3.1445246,101.7117807,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc362ec2aee2b1:0x85acc9f83cfaabc!8m2!3d3.1444444!4d101.7140332?hl=en",https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=phd&utm_content=websitelink
